Optoforce time, xyz, yawpitchroll; 2.22348308563; 24.0; -9.0; 79.0; 167.0; -483.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.23324322701; 25.0; -9.0; 79.0; 169.0; -481.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.24330401421; 24.0; -9.0; 80.0; 167.0; -481.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.25335001945; 24.0; -9.0; 79.0; 167.0; -481.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.26328921318; 25.0; -9.0; 79.0; 168.0; -482.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.27333712578; 25.0; -9.0; 80.0; 165.0; -483.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.2832660675; 25.0; -9.0; 80.0; 167.0; -481.0; -94.0
Optoforce time, xyz, yawpitchroll; 2.29328322411; 24.0; -10.0; 79.0; 167.0; -483.0; -94.0
Optoforce time, xyz, yawpitchroll; 2.30336713791; 25.0; -10.0; 80.0; 167.0; -481.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.31337308884; 24.0; -9.0; 80.0; 168.0; -482.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.32332706451; 24.0; -9.0; 79.0; 169.0; -481.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.3334941864; 24.0; -9.0; 79.0; 169.0; -481.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.34331512451; 24.0; -9.0; 79.0; 168.0; -480.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.35336303711; 25.0; -9.0; 79.0; 169.0; -481.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.36338710785; 25.0; -9.0; 79.0; 168.0; -482.0; -98.0
Optoforce time, xyz, yawpitchroll; 2.37329602242; 25.0; -9.0; 79.0; 168.0; -482.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.38337516785; 25.0; -8.0; 79.0; 169.0; -481.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.39335823059; 24.0; -9.0; 80.0; 166.0; -482.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.4037899971; 24.0; -9.0; 79.0; 168.0; -482.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.41332316399; 24.0; -9.0; 80.0; 167.0; -481.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.42340302467; 24.0; -9.0; 79.0; 170.0; -480.0; -98.0
Optoforce time, xyz, yawpitchroll; 2.43341803551; 24.0; -9.0; 79.0; 169.0; -481.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.44342303276; 24.0; -9.0; 79.0; 170.0; -480.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.45350623131; 24.0; -10.0; 79.0; 168.0; -482.0; -91.0
